"state","date","day","hour"
"SP","2018-02","Friday   ","16"
"SP","2018-04","Wednesday","17"
"SP","2018-07","Monday   ","16"
"SP","2017-11","Monday   ","18"
"SP","2018-01","Monday   ","23"
"GO","2018-08","Wednesday","22"
"DF","2018-01","Wednesday","14"
"RS","2018-05","Tuesday  ","09"
"RJ","2017-10","Thursday ","11"
"RJ","2018-05","Sunday   ","14"
"SP","2018-01","Sunday   ","12"
"SP","2018-05","Wednesday","08"
"SC","2018-01","Thursday ","18"
"SC","2017-06","Sunday   ","23"
"SC","2018-05","Thursday ","10"
"SC","2018-05","Thursday ","10"
"SP","2018-06","Friday   ","19"
"RJ","2017-11","Tuesday  ","13"
"SC","2017-07","Wednesday","15"
"SP","2018-03","Thursday ","12"
"MG","2017-12","Sunday   ","22"
"PR","2017-11","Saturday ","09"
"MG","2017-11","Thursday ","12"
"SP","2018-08","Tuesday  ","14"
"SP","2017-11","Thursday ","00"
"MG","2017-04","Saturday ","01"
"MG","2018-06","Thursday ","19"
"SP","2017-11","Wednesday","13"
"SP","2018-07","Tuesday  ","20"
"RO","2018-03","Monday   ","16"
"MG","2017-09","Tuesday  ","08"
"BA","2017-10","Tuesday  ","23"
"SP","2018-02","Monday   ","21"
"PR","2018-01","Monday   ","17"
"SP","2018-05","Tuesday  ","17"
"SP","2018-05","Tuesday  ","17"
"PR","2018-07","Sunday   ","19"
"SP","2017-07","Thursday ","18"
"MG","2017-07","Thursday ","12"
"MG","2018-06","Tuesday  ","21"
"SP","2017-11","Friday   ","14"
"SP","2017-10","Tuesday  ","10"
"SP","2017-07","Wednesday","20"
"SP","2017-07","Wednesday","20"
"SP","2018-08","Wednesday","18"
"RJ","2018-05","Wednesday","14"
"SP","2018-03","Saturday ","15"
"SP","2017-03","Saturday ","07"
"BA","2017-03","Sunday   ","11"
"SP","2018-08","Monday   ","13"
"DF","2018-02","Monday   ","04"
"RN","2018-05","Saturday ","14"
"RN","2018-05","Saturday ","14"
"SP","2018-06","Thursday ","20"
"MG","2017-06","Tuesday  ","23"
"RJ","2018-03","Thursday ","12"
"SP","2017-03","Sunday   ","21"
"CE","2018-08","Thursday ","20"
"SP","2017-06","Tuesday  ","14"
"SP","2018-03","Friday   ","17"
"ES","2018-01","Friday   ","15"
"MG","2018-02","Thursday ","12"
"MG","2018-02","Saturday ","15"
"SP","2017-05","Wednesday","00"
"SP","2018-01","Thursday ","02"
"GO","2018-05","Thursday ","19"
"GO","2018-05","Thursday ","19"
"BA","2018-04","Thursday ","10"
"PE","2017-12","Friday   ","12"
"PR","2018-08","Friday   ","22"
"PI","2017-03","Thursday ","13"
"SC","2018-02","Tuesday  ","20"
"MG","2018-05","Wednesday","13"
"PR","2018-05","Monday   ","21"
"SP","2017-10","Wednesday","23"
"SP","2017-10","Wednesday","23"
"SP","2017-10","Monday   ","09"
"SP","2017-11","Sunday   ","09"
"SC","2017-09","Monday   ","09"
"ES","2017-06","Thursday ","16"
"BA","2018-04","Wednesday","17"
"PR","2018-03","Monday   ","14"
"SP","2017-11","Wednesday","20"
"SP","2017-11","Wednesday","20"
"SP","2018-04","Monday   ","21"
"SP","2018-04","Monday   ","21"
"SP","2018-02","Saturday ","17"
"RS","2017-12","Saturday ","16"
"RJ","2017-02","Tuesday  ","13"
"PR","2017-08","Wednesday","20"
"SP","2018-02","Saturday ","14"
"SP","2017-05","Thursday ","14"
"DF","2017-09","Saturday ","12"
"RJ","2017-04","Tuesday  ","21"
"SP","2018-02","Tuesday  ","13"
"PR","2017-04","Friday   ","16"
"SP","2018-07","Saturday ","15"
"ES","2018-03","Friday   ","13"
"SP","2017-03","Tuesday  ","17"
"SP","2017-03","Tuesday  ","17"
"ES","2018-06","Monday   ","11"
"SP","2018-08","Thursday ","08"
"SP","2018-08","Thursday ","08"
"RS","2018-06","Monday   ","08"
"SP","2017-12","Monday   ","16"
"SP","2018-04","Saturday ","01"
"MG","2018-02","Monday   ","16"
"SP","2018-03","Wednesday","15"
"SP","2017-05","Friday   ","20"
"SP","2017-05","Friday   ","20"
"MG","2017-08","Thursday ","16"
"MS","2018-02","Tuesday  ","15"
"SP","2017-02","Monday   ","21"
"SP","2017-10","Monday   ","19"
"SP","2018-02","Tuesday  ","10"
"SP","2018-01","Sunday   ","14"
"BA","2017-11","Saturday ","18"
"SC","2017-02","Friday   ","16"
"SP","2017-11","Monday   ","15"
"SP","2018-01","Tuesday  ","13"
"PR","2018-06","Monday   ","22"
"SP","2017-03","Thursday ","10"
"SP","2017-06","Monday   ","22"
"MG","2018-07","Monday   ","13"
"CE","2018-03","Monday   ","08"
"SP","2018-04","Tuesday  ","10"
"RS","2018-04","Monday   ","14"
"CE","2017-06","Wednesday","10"
"SP","2018-05","Tuesday  ","15"
"RS","2018-01","Sunday   ","13"
"SP","2018-01","Sunday   ","19"
"MA","2018-07","Thursday ","23"
"SP","2018-06","Saturday ","16"
"RJ","2017-12","Wednesday","05"
"SP","2018-08","Tuesday  ","02"
"SP","2018-04","Wednesday","14"
"GO","2018-02","Tuesday  ","21"
"RJ","2018-02","Monday   ","16"
"SP","2018-04","Sunday   ","23"
"SP","2017-12","Sunday   ","18"
"RJ","2018-02","Wednesday","13"
"RJ","2018-06","Friday   ","15"
"RJ","2017-11","Monday   ","14"
"SP","2018-02","Monday   ","08"
"MG","2018-05","Wednesday","08"
"ES","2018-02","Saturday ","09"
"PR","2017-05","Tuesday  ","10"
"ES","2017-11","Tuesday  ","14"
"RJ","2018-06","Monday   ","17"
"RJ","2018-08","Thursday ","14"
"RJ","2017-06","Friday   ","08"
"SP","2017-08","Thursday ","17"
"SP","2018-05","Thursday ","17"
"SP","2017-10","Tuesday  ","15"
"RJ","2018-02","Wednesday","11"
"RS","2018-08","Tuesday  ","08"
"RJ","2018-04","Wednesday","09"
"RJ","2018-04","Wednesday","09"
"RS","2018-06","Friday   ","22"
"SP","2018-03","Friday   ","13"
"SP","2017-12","Tuesday  ","10"
"RJ","2018-08","Tuesday  ","15"
"RJ","2018-08","Tuesday  ","15"
"SP","2018-03","Monday   ","16"
"SP","2017-09","Wednesday","12"
"RS","2017-08","Saturday ","23"
"SP","2017-08","Friday   ","22"
"SP","2017-12","Friday   ","22"
"SP","2018-08","Wednesday","21"
"SP","2018-01","Wednesday","16"
"ES","2017-11","Sunday   ","20"
"BA","2017-12","Sunday   ","01"
"RS","2018-08","Thursday ","20"
"MG","2017-11","Tuesday  ","16"
"SC","2018-05","Friday   ","18"
"PR","2017-08","Thursday ","21"
"MG","2017-09","Sunday   ","00"
"SP","2018-06","Monday   ","16"
"SP","2018-06","Wednesday","13"
"SC","2018-08","Tuesday  ","20"
"MT","2017-08","Friday   ","23"
"SP","2018-04","Wednesday","23"
"SP","2018-08","Wednesday","10"
"CE","2017-03","Saturday ","21"
"RJ","2018-03","Saturday ","11"
"RJ","2017-06","Thursday ","09"
"SP","2017-12","Sunday   ","20"
"CE","2018-06","Wednesday","20"
"MG","2018-04","Friday   ","01"
"RJ","2017-04","Thursday ","13"
"PR","2017-06","Thursday ","18"
"RJ","2017-09","Tuesday  ","17"
"PR","2016-10","Friday   ","19"
"RJ","2018-05","Friday   ","11"
"SP","2018-05","Friday   ","08"
"GO","2017-01","Saturday ","10"
"RJ","2017-12","Thursday ","20"
"BA","2017-06","Monday   ","09"
"SP","2018-03","Friday   ","21"
"DF","2018-03","Friday   ","16"
"ES","2017-08","Wednesday","21"
"MG","2017-11","Saturday ","13"
"SP","2018-02","Monday   ","10"
"SP","2018-02","Monday   ","15"
"RJ","2018-08","Monday   ","22"
"SP","2017-09","Sunday   ","07"
"SP","2017-09","Tuesday  ","11"
"MG","2017-09","Monday   ","19"
"SP","2018-06","Monday   ","11"
"PB","2018-04","Monday   ","13"
"SP","2018-01","Sunday   ","00"
"AM","2018-02","Sunday   ","20"
"RJ","2017-10","Friday   ","17"
"SC","2017-07","Thursday ","12"
"SP","2017-11","Thursday ","02"
"SP","2018-04","Friday   ","19"
"SP","2018-04","Friday   ","19"
"MG","2017-08","Thursday ","17"
"RS","2018-05","Friday   ","22"
"SP","2018-06","Monday   ","11"
"TO","2017-09","Monday   ","15"
"SP","2017-09","Saturday ","19"
"GO","2017-05","Wednesday","10"
"RS","2018-07","Tuesday  ","11"
"RJ","2017-11","Tuesday  ","14"
"MS","2018-02","Monday   ","09"
"SP","2018-07","Wednesday","12"
"SC","2017-06","Thursday ","22"
"PE","2018-02","Thursday ","14"
"CE","2017-08","Wednesday","11"
"RJ","2018-03","Wednesday","20"
"RJ","2018-03","Wednesday","20"
"RJ","2018-03","Wednesday","20"
"RJ","2018-03","Wednesday","20"
"BA","2018-08","Monday   ","20"
"BA","2017-12","Friday   ","12"
"SP","2017-09","Tuesday  ","23"
"SP","2018-03","Tuesday  ","14"
"RS","2018-03","Tuesday  ","09"
"CE","2018-02","Friday   ","01"
"MG","2017-10","Tuesday  ","19"
"SP","2017-05","Sunday   ","16"
"SP","2018-04","Saturday ","15"
"SP","2017-03","Wednesday","21"
"SP","2017-03","Sunday   ","15"
"MG","2018-08","Saturday ","08"
"MG","2018-08","Saturday ","08"
"SP","2018-03","Wednesday","13"
"SP","2018-01","Sunday   ","22"
"RJ","2018-02","Wednesday","13"
"SP","2018-03","Tuesday  ","20"
"MT","2018-01","Thursday ","19"
"DF","2018-04","Tuesday  ","15"
"SP","2017-11","Friday   ","13"
"SC","2017-09","Friday   ","15"
"RS","2017-08","Thursday ","09"
"SP","2018-08","Wednesday","19"
"DF","2017-07","Sunday   ","21"
"MG","2017-09","Tuesday  ","09"
"SP","2018-04","Tuesday  ","16"
"SP","2017-09","Friday   ","23"
"SP","2018-07","Wednesday","08"
"SP","2018-07","Wednesday","08"
"SP","2018-08","Saturday ","13"
"DF","2018-03","Sunday   ","21"
"SP","2017-12","Saturday ","02"
"MT","2018-01","Monday   ","15"
"SP","2018-05","Wednesday","12"
"RJ","2017-03","Friday   ","08"
"MA","2018-08","Friday   ","18"
"RJ","2018-04","Wednesday","23"
"RS","2017-04","Sunday   ","13"
"SP","2017-07","Saturday ","16"
"SP","2018-04","Monday   ","15"
"SP","2017-12","Sunday   ","08"
"RJ","2017-09","Saturday ","19"
"GO","2018-02","Monday   ","16"
"SP","2018-06","Thursday ","00"
"SP","2017-06","Wednesday","18"
"RJ","2018-03","Tuesday  ","12"
"BA","2018-03","Saturday ","20"
"PR","2018-02","Tuesday  ","14"
"RS","2018-07","Monday   ","15"
"SP","2017-11","Friday   ","08"
"SP","2018-07","Thursday ","16"
"RJ","2017-02","Thursday ","21"
"RJ","2017-11","Friday   ","00"
"RJ","2017-11","Saturday ","16"
"RJ","2017-11","Sunday   ","18"
"PA","2017-05","Sunday   ","15"
"BA","2017-08","Saturday ","17"
"RJ","2017-10","Thursday ","16"
"SP","2017-12","Monday   ","12"
"SP","2018-03","Monday   ","19"
"RJ","2018-02","Monday   ","10"
"SP","2018-01","Tuesday  ","14"
"SP","2017-09","Wednesday","19"
"SP","2018-05","Saturday ","11"
"SC","2017-05","Sunday   ","22"
"MG","2017-05","Tuesday  ","09"
"RJ","2018-07","Wednesday","09"
"SP","2017-06","Monday   ","17"
"SP","2017-06","Monday   ","17"
"SP","2017-06","Monday   ","17"
"SP","2017-06","Monday   ","17"
"SP","2017-06","Monday   ","17"
"RS","2018-05","Thursday ","16"
"DF","2018-05","Wednesday","11"
"RJ","2017-05","Thursday ","17"
"SP","2018-07","Sunday   ","14"
"PE","2018-07","Sunday   ","21"
"AM","2018-07","Saturday ","17"
"SE","2017-01","Tuesday  ","11"
"SP","2017-05","Saturday ","14"
"SP","2017-05","Saturday ","14"
"MG","2017-10","Wednesday","14"
"MG","2017-10","Wednesday","14"
"RJ","2018-01","Monday   ","15"
"RJ","2018-05","Monday   ","14"
"RJ","2018-05","Monday   ","14"
"RJ","2018-05","Monday   ","14"
"SP","2018-06","Saturday ","12"
"RS","2017-07","Sunday   ","20"
"DF","2018-06","Thursday ","18"
"RS","2018-04","Monday   ","09"
"RS","2017-10","Wednesday","20"
"PR","2018-01","Wednesday","20"
"RJ","2018-01","Monday   ","20"
"SP","2018-01","Friday   ","14"
"RJ","2018-04","Tuesday  ","12"
"BA","2017-06","Monday   ","18"
"RS","2018-03","Tuesday  ","14"
"SP","2017-03","Monday   ","22"
"MS","2018-05","Thursday ","18"
"SP","2017-06","Thursday ","22"
"BA","2017-12","Thursday ","20"
"PR","2017-07","Thursday ","14"
"RJ","2017-05","Sunday   ","08"
"SP","2018-06","Thursday ","15"
"SP","2018-01","Saturday ","20"
"SC","2018-07","Tuesday  ","23"
"MG","2018-08","Wednesday","10"
"SP","2018-05","Monday   ","13"
"PA","2017-07","Friday   ","12"
"RO","2018-04","Monday   ","12"
"MG","2018-04","Thursday ","09"
"SP","2018-04","Wednesday","08"
"SP","2018-04","Wednesday","08"
"SP","2018-04","Wednesday","08"
"SP","2018-04","Wednesday","08"
"SP","2018-04","Wednesday","08"
"RS","2018-07","Sunday   ","15"
"MG","2017-03","Monday   ","18"
"ES","2018-02","Thursday ","10"
"SP","2017-07","Monday   ","16"
"RJ","2018-02","Wednesday","17"
"PR","2018-07","Saturday ","14"
"SP","2018-05","Thursday ","12"
"SP","2018-02","Tuesday  ","11"
"RJ","2017-07","Friday   ","09"
"MG","2018-01","Saturday ","09"
"CE","2018-04","Sunday   ","22"
"SP","2018-05","Monday   ","11"
"SC","2018-01","Sunday   ","22"
"SP","2018-02","Tuesday  ","22"
"SP","2018-02","Tuesday  ","22"
"ES","2017-11","Friday   ","22"
"MT","2018-01","Thursday ","22"
"RJ","2017-07","Saturday ","22"
"SP","2017-04","Saturday ","20"
"RS","2018-02","Friday   ","21"
"RS","2018-02","Friday   ","21"
"RS","2018-02","Friday   ","21"
"SP","2018-08","Sunday   ","12"
"SP","2018-01","Saturday ","00"
"SP","2017-06","Tuesday  ","16"
"SP","2018-03","Friday   ","16"
"SP","2017-12","Saturday ","09"
"SP","2018-08","Friday   ","16"
"RJ","2017-07","Monday   ","19"
"SP","2018-03","Monday   ","19"
"PE","2017-12","Saturday ","21"
"SP","2018-05","Friday   ","21"
"SP","2017-12","Saturday ","22"
"RS","2018-05","Monday   ","09"
"SP","2017-08","Thursday ","22"
"SP","2018-05","Tuesday  ","17"
"SP","2017-12","Wednesday","13"
"RJ","2017-09","Thursday ","21"
"RR","2017-07","Monday   ","06"
"DF","2017-05","Wednesday","09"
"SP","2017-07","Friday   ","21"
"SP","2017-07","Friday   ","21"
"MG","2018-02","Monday   ","18"
"SP","2018-06","Tuesday  ","13"
"SP","2018-06","Tuesday  ","13"
"SP","2017-06","Sunday   ","20"
"MG","2017-11","Thursday ","17"
"SP","2017-03","Tuesday  ","14"
"SP","2017-06","Monday   ","23"
"SP","2017-06","Monday   ","23"
"RJ","2018-03","Friday   ","18"
"MG","2018-03","Friday   ","23"
"BA","2018-01","Sunday   ","18"
"SP","2017-05","Sunday   ","19"
"SP","2018-02","Thursday ","09"
"SP","2018-02","Thursday ","09"
"SP","2017-06","Tuesday  ","12"
"SP","2018-07","Monday   ","19"
"SP","2017-05","Friday   ","17"
"SP","2018-07","Wednesday","10"
"SP","2018-07","Wednesday","10"
"SP","2018-07","Wednesday","10"
"SP","2018-07","Wednesday","10"
"RS","2017-04","Tuesday  ","21"
"RS","2017-07","Sunday   ","20"
"RS","2017-07","Sunday   ","20"
"RJ","2018-08","Tuesday  ","14"
"RJ","2018-08","Tuesday  ","14"
"SP","2018-05","Friday   ","15"
"SE","2018-05","Tuesday  ","12"
"SP","2017-04","Sunday   ","11"
"SP","2017-04","Sunday   ","11"
"ES","2018-03","Tuesday  ","14"
"SP","2018-03","Friday   ","14"
"SP","2017-04","Saturday ","23"
"SP","2018-03","Wednesday","12"
"SP","2018-03","Wednesday","12"
"SP","2018-03","Wednesday","15"
"SP","2018-04","Wednesday","08"
"SP","2017-11","Thursday ","11"
"SP","2017-01","Wednesday","12"
"SP","2017-01","Wednesday","12"
"SP","2017-06","Monday   ","10"
"SP","2018-05","Monday   ","21"
"PB","2018-04","Thursday ","13"
"SP","2017-10","Friday   ","10"
"GO","2017-09","Tuesday  ","22"
"RS","2018-02","Thursday ","11"
"ES","2018-05","Saturday ","11"
"ES","2018-05","Saturday ","11"
"BA","2018-06","Tuesday  ","19"
"RJ","2018-01","Tuesday  ","14"
"SP","2018-05","Monday   ","02"
"PA","2018-04","Monday   ","14"
"SP","2018-03","Thursday ","20"
"SP","2017-06","Saturday ","17"
"RJ","2018-03","Sunday   ","21"
"RS","2018-08","Friday   ","10"
"RS","2018-08","Friday   ","10"
"SP","2018-04","Friday   ","17"
"MG","2018-04","Thursday ","20"
"SP","2018-05","Tuesday  ","11"
"RJ","2017-12","Wednesday","21"
"MG","2018-03","Tuesday  ","10"
"RS","2018-05","Wednesday","20"
"DF","2017-12","Sunday   ","19"
"SP","2017-10","Monday   ","12"
"SP","2017-04","Friday   ","13"
"MG","2017-11","Saturday ","01"
"SP","2018-08","Friday   ","10"
"SP","2018-06","Friday   ","16"
"PR","2018-06","Sunday   ","13"
"RJ","2018-01","Saturday ","23"
"PE","2018-04","Tuesday  ","22"
"PE","2018-04","Tuesday  ","22"
"RJ","2018-02","Friday   ","20"
"PR","2018-04","Wednesday","00"
"RJ","2017-10","Monday   ","11"
"SP","2017-08","Thursday ","17"
"SP","2018-03","Tuesday  ","19"
"SP","2017-12","Monday   ","19"
"PA","2017-11","Tuesday  ","00"
"BA","2017-05","Wednesday","10"
"GO","2017-08","Friday   ","17"
"MG","2018-03","Tuesday  ","12"
"PB","2017-11","Wednesday","15"
"RN","2017-08","Friday   ","16"
"RN","2017-08","Friday   ","16"
"RS","2018-02","Friday   ","23"
"RJ","2018-02","Thursday ","20"
"SP","2017-07","Friday   ","08"
"SP","2018-01","Friday   ","20"
"SP","2018-06","Saturday ","07"
"SP","2017-09","Wednesday","16"
"SP","2018-04","Monday   ","13"
"SP","2018-04","Saturday ","02"
"MG","2017-08","Saturday ","22"
"MG","2017-08","Saturday ","22"
"DF","2018-08","Friday   ","09"
"SP","2017-03","Thursday ","09"
"SC","2017-08","Tuesday  ","12"
"RJ","2017-08","Saturday ","22"
"PE","2017-05","Monday   ","23"
"SP","2017-11","Monday   ","15"
"SP","2018-05","Thursday ","15"
"CE","2018-03","Saturday ","15"
"TO","2017-04","Monday   ","13"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"PE","2018-02","Sunday   ","19"
"RJ","2017-11","Sunday   ","18"
"SP","2017-07","Wednesday","23"
"RS","2017-08","Sunday   ","15"
"MG","2018-03","Tuesday  ","19"
"MG","2017-08","Wednesday","11"
"MG","2017-08","Wednesday","11"
"SP","2017-05","Friday   ","16"
"SP","2017-05","Friday   ","16"
"DF","2018-03","Wednesday","22"
"DF","2017-11","Friday   ","14"
"DF","2017-11","Friday   ","14"
"DF","2017-11","Friday   ","14"
"DF","2017-11","Friday   ","14"
"DF","2017-11","Friday   ","14"
"RJ","2017-12","Saturday ","18"
"SP","2017-05","Monday   ","17"
"PR","2018-01","Friday   ","11"
"RJ","2018-07","Monday   ","13"
"SP","2017-02","Saturday ","10"
"PR","2017-11","Wednesday","17"
"GO","2017-07","Monday   ","14"
"RJ","2017-11","Wednesday","18"
"DF","2017-05","Thursday ","14"
"SP","2018-06","Sunday   ","11"
"SP","2018-03","Saturday ","11"
"SP","2018-05","Tuesday  ","11"
"SC","2017-09","Friday   ","11"
"SC","2017-09","Friday   ","11"
"RS","2017-07","Monday   ","14"
"RS","2017-07","Monday   ","14"
"RJ","2018-07","Friday   ","08"
"MG","2018-06","Saturday ","19"
"SP","2018-08","Wednesday","07"
"SP","2018-02","Tuesday  ","14"
"MA","2018-01","Thursday ","15"
"MA","2018-01","Tuesday  ","15"
"MA","2018-01","Tuesday  ","15"
"MA","2018-01","Tuesday  ","15"
"MA","2018-01","Tuesday  ","15"
"SP","2018-03","Saturday ","00"
"SP","2018-01","Saturday ","00"
"RJ","2017-11","Wednesday","18"
"SP","2017-05","Tuesday  ","13"
"SP","2017-05","Tuesday  ","13"
"SP","2018-03","Thursday ","10"
"MS","2018-01","Tuesday  ","10"
"SC","2018-02","Thursday ","15"
"RJ","2017-08","Wednesday","19"
"SP","2018-05","Wednesday","07"
"SP","2018-03","Saturday ","20"
"SP","2018-02","Friday   ","15"
"RJ","2017-10","Thursday ","09"
"SP","2018-07","Thursday ","17"
"MG","2018-03","Thursday ","16"
"RJ","2017-05","Sunday   ","10"
"SP","2017-09","Monday   ","16"
"SP","2017-12","Thursday ","13"
"BA","2018-03","Tuesday  ","18"
"SP","2018-04","Friday   ","10"
"SP","2018-01","Monday   ","18"
"SP","2017-08","Wednesday","04"
"RJ","2017-11","Friday   ","22"
"RJ","2017-11","Friday   ","17"
"SP","2018-02","Wednesday","16"
"SP","2018-02","Wednesday","16"
"RS","2017-11","Thursday ","12"
"BA","2018-03","Wednesday","09"
"PR","2018-02","Sunday   ","11"
"SP","2018-02","Thursday ","07"
"SP","2017-10","Tuesday  ","17"
"MT","2017-12","Friday   ","14"
"ES","2018-02","Thursday ","12"
"SP","2017-03","Friday   ","13"
"SP","2017-10","Friday   ","23"
"SP","2018-07","Thursday ","08"
"SP","2018-07","Thursday ","08"
"MG","2018-05","Monday   ","19"
"MG","2018-05","Monday   ","19"
"MG","2018-05","Monday   ","19"
"MG","2018-05","Monday   ","19"
"MG","2018-05","Monday   ","19"
"SP","2017-07","Tuesday  ","13"
"MG","2018-03","Thursday ","14"
"AM","2018-02","Thursday ","21"
"SP","2017-07","Saturday ","10"
"RS","2017-12","Wednesday","12"
"RJ","2017-11","Wednesday","15"
"SP","2018-07","Tuesday  ","14"
"SP","2018-01","Monday   ","19"
"RJ","2017-03","Thursday ","22"
"SP","2018-03","Wednesday","16"
"SP","2018-03","Saturday ","09"
"SP","2018-03","Saturday ","08"
"SP","2018-07","Monday   ","12"
"RS","2018-06","Monday   ","11"
"SP","2018-08","Sunday   ","03"
"PR","2018-02","Thursday ","11"
"SP","2018-08","Monday   ","00"
"RJ","2017-09","Thursday ","11"
"PR","2018-01","Monday   ","10"
"CE","2017-05","Sunday   ","20"
"PA","2018-02","Monday   ","10"
"SP","2018-03","Thursday ","19"
"SP","2018-03","Friday   ","17"
"RJ","2017-12","Friday   ","10"
"AL","2018-03","Tuesday  ","13"
"MG","2017-07","Saturday ","20"
"SP","2018-07","Wednesday","13"
"RS","2018-04","Thursday ","18"
"SP","2018-01","Friday   ","14"
"SC","2018-07","Sunday   ","18"
"SP","2018-07","Monday   ","17"
"PR","2018-07","Monday   ","12"
"BA","2017-07","Friday   ","20"
"SP","2017-07","Monday   ","12"
"SP","2018-02","Monday   ","11"
"SP","2018-05","Monday   ","13"
"SP","2018-08","Tuesday  ","00"
"SP","2018-07","Tuesday  ","22"
"BA","2018-04","Wednesday","09"
"SP","2018-01","Tuesday  ","16"
"SP","2017-04","Friday   ","12"
"SC","2018-05","Friday   ","08"
"RJ","2018-02","Tuesday  ","23"
"RJ","2018-02","Tuesday  ","23"
"GO","2018-02","Tuesday  ","09"
"RJ","2017-09","Sunday   ","10"
"ES","2017-07","Wednesday","11"
"SP","2018-05","Saturday ","13"
"RS","2018-07","Sunday   ","20"
"SP","2018-05","Saturday ","14"
"SP","2017-09","Saturday ","11"
"MG","2017-03","Friday   ","22"
"RJ","2017-05","Thursday ","16"
"RJ","2017-05","Thursday ","16"
"RJ","2017-05","Thursday ","16"
"RJ","2017-05","Thursday ","16"
"SP","2017-10","Thursday ","14"
"SP","2017-10","Thursday ","14"
"MG","2017-11","Friday   ","13"
"MG","2017-11","Friday   ","13"
"SP","2017-09","Saturday ","08"
"RJ","2018-04","Thursday ","20"
"RJ","2017-10","Thursday ","17"
"MG","2017-11","Sunday   ","08"
"PE","2017-03","Wednesday","19"
"PE","2017-03","Wednesday","19"
"PR","2017-10","Friday   ","17"
"PR","2017-10","Friday   ","17"
"PR","2017-10","Friday   ","17"
"PR","2017-10","Friday   ","17"
